com.samsung.health.floors_climbed,1144003,5
end_time,floor,pkg_name,custom,update_time,start_time,datauuid,time_offset,create_time,deviceuuid
"05/31/2021, 7:07:11 PM",2.000000,com.sec.android.app.shealth,,"05/31/2021, 7:07:40 PM","05/31/2021, 7:06:40 PM",a103c0de-e0c9-0606-10c0-627df37bc5ed,-18000000,"05/31/2021, 7:07:40 PM",XMabZl3IH3,

