com.samsung.shealth.activity.goal,1144003,1
set_time,update_time,pkg_name,time_offset,datauuid,create_time,value,deviceuuid
1622483268618,"05/31/2021, 12:47:48 PM",com.sec.android.app.shealth,-18000000,b7c51624-bc6a-4942-8a64-fd6d8ff6a2f1,"05/31/2021, 12:47:48 PM",60,C/h8iEGOM6,

