com.samsung.health.sleep,1144003,6
end_time,custom,pkg_name,update_time,start_time,datauuid,time_offset,create_time,comment,deviceuuid
"06/01/2021, 5:10:00 AM",,com.sec.android.app.shealth,"06/01/2021, 5:16:00 AM","05/31/2021, 11:40:00 PM",3858703f-b9fe-d3e8-2fcf-479c2a43c7d0,-18000000,"06/01/2021, 5:16:00 AM",,XMabZl3IH3,

