com.samsung.shealth.tracker.pedometer_recommendation,1144003,4
set_time,update_time,pkg_name,time_offset,datauuid,create_time,value,deviceuuid
1622483234047,"05/31/2021, 12:47:14 PM",com.sec.android.app.shealth,-18000000,8cbfa87b-6b75-98e0-61df-c030b0039cb0,"05/31/2021, 12:47:14 PM",6000,XMabZl3IH3,

