com.samsung.shealth.stress.histogram,1144003,1
update_time,base_hr,pkg_name,histogram,decay_time,create_time,datauuid,deviceuuid
"05/31/2021, 12:55:43 PM",81672,com.sec.android.app.shealth,34ab50a5-7560-988a-4078-e6806a0aa8a2.histogram,1622483699,"05/31/2021, 12:54:59 PM",34ab50a5-7560-988a-4078-e6806a0aa8a2,XMabZl3IH3,

