com.samsung.shealth.preferences,1144003,2
int_value,pkg_name,double_value,service_id,blob_value,tag,deviceuuid,text_value,float_value,datauuid,long_value,create_time,update_time
0,com.sec.android.app.shealth,,,,,C/h8iEGOM6,settings.marketing_agreement,,settings.marketing_agreement,,"05/31/2021, 12:45:33 PM","05/31/2021, 12:45:45 PM",
0,com.sec.android.app.shealth,,,,,C/h8iEGOM6,oobe.sensitive_data_agreement,,oobe.sensitive_data_agreement,,"05/31/2021, 12:45:33 PM","05/31/2021, 12:45:46 PM",

