com.samsung.shealth.sleep_goal,1144003,3
set_time,bed_time,pkg_name,sleep_time,update_time,wake_up_time,datauuid,create_time,deviceuuid
1622483315997,77400000,com.sec.android.app.shealth,450,"05/31/2021, 12:48:35 PM",18000000,add0271c-7f18-4c47-bd43-3461a371bbac,"05/31/2021, 12:48:35 PM",C/h8iEGOM6,

