com.samsung.health.user_profile,1144003,8
int_value,pkg_name,double_value,key,blob_value,deviceuuid,text_value,float_value,datauuid,long_value,create_time,update_time
,com.sec.android.app.shealth,,step_calibration,00000000-0000-0000-0000-000000000017.blob_value,XMabZl3IH3,,,00000000-0000-0000-0000-000000000017,,"05/31/2021, 12:47:14 PM","05/31/2021, 12:47:14 PM",

