com.samsung.shealth.floor_goal,1144003,1
set_time,update_time,pkg_name,time_offset,datauuid,create_time,value,deviceuuid
1622483234074,"05/31/2021, 12:47:14 PM",com.sec.android.app.shealth,-18000000,f419e66c-22b2-f369-5c5a-68130bde48ca,"05/31/2021, 12:47:14 PM",10,XMabZl3IH3,

