com.samsung.shealth.food_goal,1144003,1
set_time,update_time,goal_by,pkg_name,time_offset,datauuid,goal_value,create_time,comment,goal_type,deviceuuid
1622483291228,"05/31/2021, 12:48:11 PM",,com.sec.android.app.shealth,-18000000,FFA3BCAB-2599-4338-B62C-A26BE69B3A7E,1600.000000,"05/31/2021, 12:48:11 PM",,0,C/h8iEGOM6,

